nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure 
      3031 -1.682090581E-01 -9.376431134E-02  1.672128229E-01 -8.975719747E+01 
      3032 -1.819961393E-01 -1.348448793E-01  1.672197892E-01 -1.157107563E+02 
      3033 -2.805133934E-01 -6.810577007E-02  1.672309113E-01 -7.999569399E+01 
      3034 -1.698510199E-01 -9.533785290E-02  1.672458698E-01 -8.344524143E+01 
      3035 -2.571752963E-01 -1.727412174E-01  1.673156004E-01 -1.177168856E+02 
      3036 -1.999242569E-01 -1.422237086E-01  1.673826260E-01 -1.659018371E+02 
      3037 -2.707423824E-01 -1.044065059E-01  1.673954819E-01 -9.325181358E+01 
      3038 -1.698384678E-01 -6.822361901E-02  1.675640859E-01 -8.799010353E+01 
      3039 -1.756307513E-01 -1.150460034E-01  1.675715553E-01 -9.025466303E+01 
      3040 -2.733583666E-01 -4.805081927E-02  1.675850980E-01 -8.879065512E+01 
      3041 -2.485046076E-01 -3.499981997E-02  1.676189976E-01 -1.134536451E+02 
      3042 -2.712025440E-01 -1.156663386E-01  1.676202474E-01 -1.050387278E+02 
      3043 -1.698407909E-01 -5.298476352E-02  1.676415373E-01 -1.066746292E+02 
      3044 -1.987371590E-01  1.111030607E-02  1.676466765E-01 -1.201797365E+02 
      3045 -1.889879717E-01 -1.387491058E-01  1.676739021E-01 -1.147538305E+02 
      3046 -1.903695872E-01 -1.384648332E-01  1.676982234E-01 -1.161877293E+02 
      3047 -2.599534083E-01 -1.435044098E-01  1.677262279E-01 -2.318082159E+02 
      3048 -1.910330978E-01 -1.417345683E-01  1.677331635E-01 -1.255242493E+02 
      3049 -2.440089237E-01 -2.487168490E-02  1.677396442E-01 -9.319620466E+01 
      3050 -2.590730484E-01 -1.367866646E-01  1.677700233E-01 -2.068972332E+02 
      3051 -1.784399713E-01 -1.270861769E-01  1.677830302E-01 -1.110336934E+02 
      3052 -1.697158631E-01 -4.687684319E-02  1.678294217E-01 -1.200492721E+02 
      3053 -2.587540267E-01 -1.626642103E-01  1.679217466E-01 -1.925083345E+02 
      3054 -1.807549568E-01 -1.325895320E-01  1.679240058E-01 -1.210385772E+02 
      3055 -1.661252150E-01 -7.256328488E-02  1.679303247E-01 -9.104036797E+01 
      3056 -2.018975159E-01 -1.504702414E-01  1.679910101E-01 -2.137626001E+02 
      3057 -2.659292195E-01 -8.355511258E-02  1.680160989E-01 -6.265840893E+01 
      3058 -2.632991023E-01 -5.033387539E-02  1.680950664E-01 -1.420066647E+02 
      3059 -1.727877627E-01 -9.846896835E-02  1.680984595E-01 -8.471480076E+01 
      3060 -1.768730517E-01 -1.217229089E-01  1.681160633E-01 -9.836490998E+01 
      3061 -2.509969168E-01 -4.002140704E-02  1.682232332E-01 -1.268491122E+02 
      3062 -1.886569221E-01  8.053350421E-03  1.682278388E-01 -1.245485276E+02 
      3063 -1.694726573E-01 -4.496940788E-02  1.682399401E-01 -1.217581608E+02 
      3064 -2.367895366E-01 -1.773436750E-01  1.682708141E-01 -9.906966901E+01 
      3065 -2.107610014E-01 -1.699137767E-01  1.683328540E-01 -1.706382685E+02 
      3066 -2.572677453E-01 -1.705032867E-01  1.683411948E-01 -1.375953704E+02 
      3067 -1.658237918E-01 -7.102153632E-02  1.684137233E-01 -8.443091679E+01 
      3068 -2.156533780E-01  9.641328884E-03  1.684816492E-01 -1.086775796E+02 
      3069 -1.743679096E-01 -1.080700386E-01  1.685656109E-01 -8.953623349E+01 
      3070 -1.843810846E-01 -1.384142371E-01  1.686401060E-01 -1.189627447E+02 
      3071 -2.532943620E-01 -4.469321899E-02  1.686519812E-01 -1.367550407E+02 
      3072 -2.585214740E-01 -1.339852522E-01  1.686572365E-01 -1.823444387E+02 
      3073 -2.806097748E-01 -6.733361137E-02  1.686655323E-01 -7.764217345E+01 
      3074 -1.662733403E-01 -7.781117193E-02  1.686733566E-01 -8.971108851E+01 
      3075 -2.206160909E-01 -1.808902363E-01  1.686908358E-01 -1.415410483E+02 
      3076 -2.714597531E-01 -1.114248686E-01  1.687251211E-01 -1.085855601E+02 
      3077 -1.666342209E-01 -7.095419869E-02  1.687481775E-01 -7.791256249E+01 
      3078 -1.693532115E-01 -5.784708133E-02  1.687565617E-01 -9.345666858E+01 
      3079 -2.155479499E-01 -1.770561239E-01  1.687989575E-01 -1.224215012E+02 
      3080 -1.834987413E-01 -1.380232250E-01  1.688129551E-01 -1.218696743E+02 
      3081 -2.476270877E-01 -3.115186701E-02  1.688128622E-01 -1.053906710E+02 
      3082 -2.390651688E-01 -1.770331698E-01  1.688188464E-01 -9.942085428E+01 
      3083 -2.090733330E-01  1.242261071E-02  1.688290850E-01 -1.219820602E+02 
      3084 -2.788333448E-01 -6.082957717E-02  1.688307139E-01 -7.940891003E+01 
      3085 -2.651513128E-01 -7.944544212E-02  1.688762031E-01 -6.344584179E+01 
      3086 -2.647849169E-01 -1.290087745E-01  1.689444763E-01 -1.176814300E+02 
      3087 -2.598378912E-01 -1.464113528E-01  1.689725659E-01 -2.356442001E+02 
      3088 -1.810112469E-01  2.835270268E-03  1.689987540E-01 -1.261601685E+02 
      3089 -2.661036508E-01 -1.287567666E-01  1.690299376E-01 -1.170513524E+02 
      3090 -2.704582689E-01 -1.203157325E-01  1.690526363E-01 -1.056718755E+02 
      3091 -2.073914797E-01 -1.637778533E-01  1.690840979E-01 -1.930253527E+02 
      3092 -1.942611965E-01 -1.439532587E-01  1.691005977E-01 -1.480749248E+02 
      3093 -2.556484730E-01 -4.913406370E-02  1.691145524E-01 -1.399174124E+02 
      3094 -2.010188105E-01 -1.465581319E-01  1.691695479E-01 -2.122332802E+02 
      3095 -2.710680690E-01 -1.196520492E-01  1.692162380E-01 -1.071585858E+02 
      3096 -1.688015089E-01 -4.908397451E-02  1.692242207E-01 -1.048096225E+02 
      3097 -1.827629069E-01 -1.367826988E-01  1.692269784E-01 -1.238550320E+02 
      3098 -2.040587742E-01 -1.564923545E-01  1.692955442E-01 -2.022695399E+02 
      3099 -2.695258503E-01 -9.664539182E-02  1.693316248E-01 -7.807360681E+01 
      3100 -2.503559814E-01 -3.678606490E-02  1.693365951E-01 -1.210606081E+02 
      3101 -1.974063410E-01 -1.433664260E-01  1.693501546E-01 -1.653702455E+02 
      3102 -1.664782652E-01 -8.323619552E-02  1.693585852E-01 -8.833752368E+01 
      3103 -1.689155469E-01 -5.504836029E-02  1.694011720E-01 -9.183978349E+01 
      3104 -1.735679437E-01 -1.043563692E-01  1.694605570E-01 -8.779077602E+01 
      3105 -2.710724720E-01 -7.465486826E-02  1.694907656E-01 -6.482157670E+01 
      3106 -1.689938307E-01 -6.274468411E-02  1.695747359E-01 -8.418691029E+01 
      3107 -2.274217928E-01  2.038240775E-03  1.695987007E-01 -8.540874592E+01 
      3108 -2.194845461E-01 -1.814248560E-01  1.696429560E-01 -1.265481706E+02 
      3109 -1.656003676E-01 -7.464235646E-02  1.696637743E-01 -8.941216127E+01 
      3110 -2.681137888E-01 -7.534896262E-02  1.697135209E-01 -6.353650363E+01 
      3111 -2.656885633E-01 -1.265041166E-01  1.697240897E-01 -1.153022391E+02 
      3112 -2.525803884E-01 -4.183444990E-02  1.697680415E-01 -1.346618158E+02 
      3113 -2.713048670E-01 -1.176066157E-01  1.698097805E-01 -1.127100079E+02 
      3114 -1.666407835E-01 -8.861417677E-02  1.698472812E-01 -8.812172346E+01 
      3115 -2.677780111E-01 -8.926371298E-02  1.700642176E-01 -6.222503053E+01 
      3116 -1.668628177E-01 -9.375485473E-02  1.700658859E-01 -8.849126061E+01 
      3117 -2.549055546E-01 -4.644437463E-02  1.701383303E-01 -1.418788301E+02 
      3118 -2.667862344E-01 -8.507363411E-02  1.701829344E-01 -6.139778372E+01 
      3119 -2.592213109E-01 -1.397968576E-01  1.701866527E-01 -2.280023761E+02 
      3120 -2.249946153E-01 -1.804300713E-01  1.701874312E-01 -1.413056144E+02 
      3121 -1.717929772E-01 -1.556625082E-02  1.702139307E-01 -1.130443405E+02 
      3122 -1.682133469E-01 -3.745764847E-02  1.702392951E-01 -1.266193892E+02 
      3123 -1.686429124E-01 -6.779645011E-02  1.702477904E-01 -7.641618958E+01 
      3124 -2.709593335E-01 -1.037487643E-01  1.702501296E-01 -1.005083819E+02 
      3125 -2.401018678E-01 -1.525751001E-02  1.702845720E-01 -8.035946859E+01 
      3126 -2.573457972E-01 -5.228824681E-02  1.703396928E-01 -1.375198016E+02 
      3127 -2.092225491E-01 -1.660354480E-01  1.703708436E-01 -1.675920375E+02 
      3128 -1.686268825E-01 -5.977782320E-02  1.704041215E-01 -7.988133241E+01 
      3129 -1.657649014E-01 -7.987668972E-02  1.704200112E-01 -8.862901309E+01 
      3130 -2.310917291E-01 -1.022778428E-03  1.704331008E-01 -7.746745610E+01 
      3131 -2.030221751E-01 -1.527925961E-01  1.704815949E-01 -2.042293355E+02 
      3132 -1.685075192E-01 -3.357908555E-02  1.705997315E-01 -1.222568221E+02 
      3133 -2.484119075E-01 -1.756210016E-01  1.706291010E-01 -1.374890929E+02 
      3134 -1.667047489E-01 -9.705351073E-02  1.706312682E-01 -8.631557699E+01 
      3135 -1.699426770E-01 -2.252463903E-02  1.706620498E-01 -1.136101343E+02 
      3136 -1.737268375E-01 -5.917326053E-03  1.706878609E-01 -1.272066674E+02 
      3137 -2.185532679E-01 -1.793646661E-01  1.707321670E-01 -9.319476073E+01 
      3138 -2.570596454E-01 -5.095700041E-02  1.707677175E-01 -1.412637501E+02 
      3139 -2.324811107E-01 -1.790290358E-01  1.707680171E-01 -1.002403609E+02 
      3140 -1.720158562E-01 -9.802482011E-02  1.707698006E-01 -8.494537875E+01 
      3141 -2.655415009E-01 -1.260965443E-01  1.708266925E-01 -1.220689042E+02 
      3142 -2.138129384E-01 -1.728828485E-01  1.708472580E-01 -1.314340524E+02 
      3143 -1.659397027E-01 -8.521816953E-02  1.709397526E-01 -8.764848487E+01 
      3144 -1.698325704E-01 -9.649093295E-02  1.709471635E-01 -8.405368588E+01 
      3145 -2.456578861E-01 -2.331143191E-02  1.709754360E-01 -9.067372886E+01 
      3146 -1.977047065E-01  1.519266427E-02  1.710200993E-01 -1.551706224E+02 
      3147 -1.800618162E-01 -1.319088703E-01  1.710299942E-01 -1.300275436E+02 
      3148 -1.750700560E-01 -1.144142318E-01  1.710649108E-01 -9.451305217E+01 
      3149 -2.511948059E-01 -1.751725721E-01  1.710780002E-01 -1.398573294E+02 
      3150 -2.386119488E-01 -1.180737846E-02  1.711275300E-01 -7.710943802E+01 
      3151 -1.663822972E-01 -9.542107236E-02  1.711360321E-01 -8.782134647E+01 
      3152 -1.661358612E-01 -9.044560295E-02  1.711427858E-01 -8.759677177E+01 
      3153 -2.631353773E-01 -5.132400778E-02  1.711727055E-01 -1.338096070E+02 
      3154 -1.675872569E-01 -7.150868904E-02  1.711824291E-01 -7.023420340E+01 
      3155 -1.682413979E-01 -6.477497925E-02  1.711916026E-01 -7.320295415E+01 
      3156 -1.784571571E-01 -1.281534090E-01  1.712218076E-01 -1.236086128E+02 
      3157 -1.764747338E-01 -1.214353351E-01  1.712794249E-01 -1.032163859E+02 
      3158 -1.715433843E-01 -9.623888718E-02  1.712992352E-01 -8.478555361E+01 
      3159 -1.882076077E-01 -1.400783334E-01  1.714242055E-01 -1.237490438E+02 
      3160 -1.684422954E-01 -7.142405717E-02  1.714915282E-01 -6.969092119E+01 
      3161 -2.650835032E-01 -1.238668903E-01  1.715088260E-01 -1.166964220E+02 
      3162 -1.870300785E-01 -1.403554981E-01  1.715158311E-01 -1.229846434E+02 
      3163 -2.608160394E-01 -1.306605960E-01  1.715646474E-01 -1.427580495E+02 
      3164 -2.489935455E-01 -3.014972967E-02  1.716190841E-01 -1.039560080E+02 
      3165 -2.704605492E-01 -1.002685218E-01  1.716372446E-01 -9.196104567E+01 
      3166 -1.875044145E-01  1.200281365E-02  1.716487706E-01 -1.569173815E+02 
      3167 -2.667504234E-01 -1.235621016E-01  1.716611665E-01 -1.148103797E+02 
      3168 -1.686211782E-01 -9.697809843E-02  1.716921213E-01 -8.533970159E+01 
      3169 -2.687250206E-01 -1.231661700E-01  1.717292624E-01 -1.139013923E+02 
      3170 -2.627718262E-01 -1.303014838E-01  1.717385368E-01 -1.361930451E+02 
      3171 -1.860208670E-01 -1.399468876E-01  1.717758744E-01 -1.269517802E+02 
      3172 -1.913466646E-01 -1.420487759E-01  1.718462272E-01 -1.365589453E+02 
      3173 -2.717056415E-01 -1.108377190E-01  1.718959922E-01 -1.200147386E+02 
      3174 -1.781390428E-01  4.163680349E-03  1.719282879E-01 -1.471479842E+02 
      3175 -1.681270193E-01 -6.987195544E-02  1.719797746E-01 -6.824617116E+01 
      3176 -2.694567729E-01 -1.224262697E-01  1.719851699E-01 -1.123939592E+02 
      3177 -2.058913323E-01 -1.590669179E-01  1.719861356E-01 -1.840588613E+02 
      3178 -2.613152566E-01 -5.196251888E-02  1.719910012E-01 -1.355176730E+02 
      3179 -2.657033527E-01 -7.855834365E-02  1.720028127E-01 -6.456015622E+01 
      3180 -1.929527290E-01 -1.451461211E-01  1.720524327E-01 -1.497363506E+02 
      3181 -1.743282382E-01 -1.108275861E-01  1.720536999E-01 -9.456396438E+01 
      3182 -1.672933934E-01 -4.979513095E-02  1.721019263E-01 -8.572917020E+01 
      3183 -2.197871716E-01  1.195528615E-02  1.721110257E-01 -1.245593244E+02 
      3184 -2.578602698E-01 -1.332561343E-01  1.721439665E-01 -2.015913519E+02 
      3185 -1.922471640E-01 -1.453262557E-01  1.721526182E-01 -1.392555610E+02 
      3186 -2.788698330E-01 -7.383449565E-02  1.721530361E-01 -1.043599582E+02 
      3187 -1.822657647E-01 -1.362542898E-01  1.721650329E-01 -1.353450385E+02 
      3188 -1.729197787E-01 -1.036535201E-01  1.721731074E-01 -9.132008876E+01 
      3189 -1.674706865E-01 -5.422215406E-02  1.721761342E-01 -7.772246273E+01 
      3190 -2.570082319E-01 -1.621389162E-01  1.722149798E-01 -1.742062624E+02 
      3191 -1.686437682E-01 -2.363418581E-02  1.722153479E-01 -1.253823991E+02 
      3192 -2.550954251E-01 -1.699511820E-01  1.722675554E-01 -1.228945629E+02 
      3193 -1.645296615E-01 -7.425620557E-02  1.722749471E-01 -9.156846464E+01 
      3194 -2.583369341E-01 -1.543881824E-01  1.723015999E-01 -2.111777769E+02 
      3195 -2.771897564E-01 -5.222346426E-02  1.723049273E-01 -7.978282919E+01 
      3196 -2.516502402E-01 -3.593981271E-02  1.723195648E-01 -1.214032999E+02 
      3197 -1.676459532E-01 -3.208785874E-02  1.723330162E-01 -1.222735696E+02 
      3198 -2.829924441E-01 -7.302152930E-02  1.723392413E-01 -1.260305613E+02 
      3199 -2.686958219E-01 -5.051733584E-02  1.723573389E-01 -1.035960734E+02 
      3200 -2.080389847E-01  1.677470374E-02  1.723645199E-01 -1.486902175E+02 
      3201 -1.909067224E-01 -1.398459287E-01  1.725118703E-01 -1.342155326E+02 
      3202 -2.684003269E-01 -9.047593148E-02  1.725353438E-01 -6.558476124E+01 
      3203 -2.654098006E-01 -7.679727166E-02  1.725387232E-01 -6.420436861E+01 
      3204 -1.666031521E-01 -4.203842719E-02  1.725595983E-01 -1.160472241E+02 
      3205 -2.536986473E-01 -4.112982826E-02  1.726047735E-01 -1.380953879E+02 
      3206 -1.701919708E-01 -1.174675916E-02  1.726317590E-01 -1.295337592E+02 
      3207 -2.014162981E-01 -1.457186270E-01  1.726396981E-01 -2.126200806E+02 
      3208 -2.574755902E-01 -1.317012732E-01  1.726439603E-01 -1.760937751E+02 
      3209 -1.897415544E-01 -1.401370806E-01  1.726569564E-01 -1.308192202E+02 
      3210 -1.984284536E-01 -1.441888377E-01  1.726943267E-01 -1.717479762E+02 
      3211 -2.527024471E-01 -1.753610645E-01  1.727107466E-01 -1.223052332E+02 
      3212 -2.714901687E-01 -1.171694554E-01  1.727297006E-01 -1.248984104E+02 
      3213 -1.642008372E-01 -7.271158049E-02  1.727529288E-01 -7.841214815E+01 
      3214 -2.722755843E-01 -4.989170254E-02  1.727776048E-01 -8.442897800E+01 
      3215 -2.818469725E-01 -6.855289555E-02  1.727982405E-01 -1.086235994E+02 
      3216 -1.917800537E-01 -1.432499982E-01  1.728079922E-01 -1.407629915E+02 
      3217 -2.262421505E-01 -1.809814822E-01  1.728121089E-01 -1.684536683E+02 
      3218 -2.588762419E-01 -1.469594671E-01  1.728373348E-01 -2.236566593E+02 
      3219 -2.800142195E-01 -7.381215550E-02  1.728596072E-01 -1.320384364E+02 
      3220 -2.556663473E-01 -4.577176814E-02  1.728766072E-01 -1.442685447E+02 
      3221 -2.588526471E-01 -1.314906456E-01  1.729023792E-01 -1.628048715E+02 
      3222 -1.806737568E-01 -1.333177367E-01  1.729425102E-01 -1.381030280E+02 
      3223 -2.585102175E-01 -1.397395316E-01  1.729778687E-01 -2.321932650E+02 
      3224 -2.691724724E-01 -9.366672511E-02  1.730624104E-01 -7.424133760E+01 
      3225 -1.645735557E-01 -7.954087158E-02  1.730799105E-01 -9.183682900E+01 
      3226 -1.720018209E-01 -1.000896340E-01  1.730880153E-01 -8.825315119E+01 
      3227 -2.442300400E-01 -1.802257211E-02  1.730961393E-01 -8.819200939E+01 
      3228 -1.651383443E-01 -7.263198639E-02  1.731343550E-01 -6.296493167E+01 
      3229 -1.753519382E-01 -1.168489300E-01  1.731386611E-01 -9.971532008E+01 
      3230 -1.922927528E-01  1.611560668E-02  1.731394183E-01 -1.715124741E+02 
      3231 -2.714865244E-01 -1.064680629E-01  1.731749646E-01 -1.160097656E+02 
      3232 -1.673481057E-01 -5.917144581E-02  1.731853861E-01 -6.457268124E+01 
      3233 -2.010543118E-01 -1.438054323E-01  1.732458164E-01 -1.927801298E+02 
      3234 -2.670864806E-01 -5.113535836E-02  1.732530325E-01 -1.144856606E+02 
      3235 -2.765426642E-01 -4.914493467E-02  1.732753014E-01 -7.548553472E+01 
      3236 -1.850118117E-01 -1.397887328E-01  1.733123308E-01 -1.387919162E+02 
      3237 -2.317094186E-01 -1.799897943E-01  1.733374459E-01 -1.530619209E+02 
      3238 -2.483127551E-01 -2.588190653E-02  1.733469461E-01 -9.744902651E+01 
      3239 -2.821820877E-01 -6.931673705E-02  1.733613054E-01 -1.386233430E+02 
      3240 -2.265019329E-01  8.319794312E-03  1.733866551E-01 -1.118881262E+02 
      3241 -2.670621888E-01 -8.394214525E-02  1.734451547E-01 -5.820595705E+01 
      3242 -2.408290512E-01 -1.780979657E-01  1.734483056E-01 -1.534984926E+02 
      3243 -2.021618474E-01  1.837658000E-02  1.734805585E-01 -1.683726795E+02 
      3244 -1.998884970E-01 -1.441288063E-01  1.734942412E-01 -1.736249575E+02 
      3245 -2.735624985E-01 -7.538520729E-02  1.735369942E-01 -9.820187196E+01 
      3246 -1.730217279E-01 -8.070763528E-04  1.735736429E-01 -1.470044597E+02 
      3247 -2.578192730E-01 -5.010628316E-02  1.735757429E-01 -1.393536022E+02 
      3248 -1.840550993E-01 -1.393883223E-01  1.735881580E-01 -1.425352059E+02 
      3249 -2.643402603E-01 -1.305735140E-01  1.736816955E-01 -1.446232220E+02 
      3250 -2.510975673E-01 -3.254034587E-02  1.736906604E-01 -1.125484894E+02 
      3251 -1.779480873E-01 -1.268515039E-01  1.737562663E-01 -1.259385212E+02 
      3252 -2.704104473E-01 -1.218437563E-01  1.738041515E-01 -1.195613073E+02 
      3253 -2.036853514E-01 -1.518628410E-01  1.738252642E-01 -1.939409944E+02 
      3254 -2.745402539E-01 -7.527081420E-02  1.738337235E-01 -1.274331329E+02 
      3255 -2.526719092E-01 -1.732355210E-01  1.738516943E-01 -9.005168115E+01 
      3256 -1.644847016E-01 -8.501567323E-02  1.738624165E-01 -8.830932422E+01 
      3257 -1.668096515E-01 -5.560015919E-02  1.738633761E-01 -6.329967122E+01 
      3258 -2.531760534E-01 -3.804762757E-02  1.738721503E-01 -1.310933600E+02 
      3259 -1.739766505E-01 -1.099914143E-01  1.739152760E-01 -9.878689522E+01 
      3260 -2.734692186E-01 -4.999687851E-02  1.739283832E-01 -7.317040769E+01 
      3261 -1.952519657E-01 -1.452474619E-01  1.739429953E-01 -1.578188811E+02 
      3262 -2.657507012E-01 -1.303622412E-01  1.739607518E-01 -1.376433317E+02 
      3263 -2.455142255E-01 -1.772755209E-01  1.739866901E-01 -1.704877066E+02 
      3264 -1.770243442E-01 -1.238817605E-01  1.739972514E-01 -1.148749533E+02 
      3265 -1.646300989E-01 -9.550605264E-02  1.739986792E-01 -8.673262732E+01 
      3266 -2.549840490E-01 -4.303651642E-02  1.740424239E-01 -1.426123022E+02 
      3267 -1.672717849E-01 -6.429242753E-02  1.740425997E-01 -6.026838715E+01 
      3268 -2.710672175E-01 -1.211581334E-01  1.740664521E-01 -1.234124655E+02 
      3269 -1.638970519E-01 -7.640010734E-02  1.740725810E-01 -9.500717989E+01 
      3270 -2.664535141E-01 -8.040707868E-02  1.740733741E-01 -6.151334048E+01 
      3271 -2.717343323E-01 -1.130238710E-01  1.741111639E-01 -1.306857423E+02 
      3272 -1.832131302E-01 -1.379733342E-01  1.741168136E-01 -1.417485798E+02 
      3273 -1.682571985E-01 -9.781108331E-02  1.741273828E-01 -8.816980457E+01 
      3274 -1.644456927E-01 -9.046273695E-02  1.741604053E-01 -8.699657135E+01 
      3275 -2.568285515E-01 -1.577928679E-01  1.742500719E-01 -1.798492020E+02 
      3276 -2.549414313E-01 -1.656724732E-01  1.742778476E-01 -1.335293209E+02 
      3277 -1.658003322E-01 -4.283686266E-02  1.743437659E-01 -1.028535717E+02 
      3278 -1.661151452E-01 -4.830133570E-02  1.743722725E-01 -8.383014686E+01 
      3279 -2.252942810E-01 -1.816815615E-01  1.744220914E-01 -1.234208396E+02 
      3280 -2.576450952E-01 -1.360758878E-01  1.744758018E-01 -2.254669043E+02 
      3281 -2.571081612E-01 -4.763924311E-02  1.744803437E-01 -1.402980962E+02 
      3282 -2.209240635E-01 -1.777973021E-01  1.745268719E-01 -6.187888838E+01 
      3283 -2.580073277E-01 -1.499214341E-01  1.745348973E-01 -2.068176017E+02 
      3284 -1.729979974E-01 -1.054512392E-01  1.745619919E-01 -9.712527056E+01 
      3285 -2.606017683E-01 -5.291963470E-02  1.745883023E-01 -1.318535956E+02 
      3286 -1.641697068E-01 -9.882125646E-02  1.746002441E-01 -8.734930163E+01 
      3287 -2.653355488E-01 -1.281191159E-01  1.746605158E-01 -1.337826916E+02 
      3288 -2.712919392E-01 -1.191931007E-01  1.747134516E-01 -1.308369289E+02 
      3289 -2.067002147E-01 -1.584558232E-01  1.747332336E-01 -1.546365820E+02 
      3290 -1.826504098E-01  1.246052380E-02  1.747589907E-01 -1.754736440E+02 
      3291 -1.671818545E-01 -6.947629907E-02  1.747675805E-01 -6.041507998E+01 
      3292 -2.796941568E-01 -5.928906030E-02  1.747714045E-01 -1.311101792E+02 
      3293 -1.784058980E-01  8.708288365E-03  1.748890647E-01 -1.686038818E+02 
      3294 -1.637973717E-01 -8.181192664E-02  1.748897131E-01 -9.230908727E+01 
      3295 -2.327008603E-01 -1.802669997E-01  1.749047454E-01 -1.836798890E+02 
      3296 -1.668252803E-01 -6.107918665E-02  1.749670579E-01 -5.564942829E+01 
      3297 -2.592996412E-01 -5.331302896E-02  1.749695182E-01 -1.355495724E+02 
      3298 -1.639264457E-01 -9.755291797E-02  1.749985572E-01 -8.597928264E+01 
      3299 -2.028058980E-01 -1.479603751E-01  1.750310203E-01 -2.053676905E+02 
      3300 -2.580667541E-01 -1.426327213E-01  1.750370284E-01 -2.248133219E+02 
      3301 -2.400323396E-01 -8.222753332E-03  1.750616493E-01 -8.543239292E+01 
      3302 -2.837764025E-01 -7.370465431E-02  1.750727878E-01 -7.384609742E+01 
      3303 -2.157939936E-01 -1.715403509E-01  1.750785261E-01 -8.850170679E+01 
      3304 -1.649099479E-01 -9.882721770E-02  1.751230245E-01 -9.046403046E+01 
      3305 -2.360341618E-01 -8.438298312E-04  1.751533014E-01 -8.728191221E+01 
      3306 -2.660838125E-01 -7.746702421E-02  1.751543971E-01 -6.534085966E+01 
      3307 -1.638352710E-01 -9.232471116E-02  1.751675365E-01 -8.670050360E+01 
      3308 -2.682381532E-01 -8.887360521E-02  1.752519919E-01 -6.406112076E+01 
      3309 -1.637202498E-01 -8.717784583E-02  1.752821304E-01 -8.822336193E+01 
      3310 -2.675322125E-01 -8.527688184E-02  1.753092396E-01 -5.757103346E+01 
      3311 -2.590252045E-01 -5.203248069E-02  1.753670380E-01 -1.360128999E+02 
      3312 -2.392563915E-01 -1.790537704E-01  1.754568863E-01 -1.816158051E+02 
      3313 -2.689728323E-01 -7.698410591E-02  1.755644043E-01 -9.030892704E+01 
      3314 -2.245340288E-01 -1.796646616E-01  1.756075515E-01 -3.586317991E+01 
      3315 -2.809357963E-01 -7.449617334E-02  1.756896514E-01 -3.923920728E+01 
      3316 -1.660401870E-01 -7.325358647E-02  1.757499270E-01 -5.698713360E+01 
      3317 -1.714523705E-01 -9.943838760E-02  1.757599244E-01 -9.294189448E+01 
      3318 -1.667477530E-01 -6.634532037E-02  1.757699643E-01 -5.529699509E+01 
      3319 -2.121474763E-01  1.919446249E-02  1.757850813E-01 -1.602849035E+02 
      3320 -2.650526941E-01 -1.277279861E-01  1.757870892E-01 -1.419389842E+02 
      3321 -2.702099382E-01 -7.680137855E-02  1.758174692E-01 -1.132291611E+02 
      3322 -2.111995566E-01 -1.649116228E-01  1.758255363E-01 -1.206331948E+02 
      3323 -1.803265426E-01 -1.325623469E-01  1.759987645E-01 -1.441701162E+02 
      3324 -1.890071199E-01 -1.413349982E-01  1.760155867E-01 -1.371154820E+02 
      3325 -2.182021749E-01  1.694706450E-02  1.760314434E-01 -1.498788511E+02 
      3326 -1.672224827E-01 -7.309412013E-02  1.760406293E-01 -5.678050475E+01 
      3327 -2.704222397E-01 -9.943942004E-02  1.760684634E-01 -9.691461117E+01 
      3328 -2.788221236E-01 -5.512959731E-02  1.760929111E-01 -1.225028868E+02 
      3329 -2.695681490E-01 -9.506292108E-02  1.760987008E-01 -8.399358043E+01 
      3330 -1.699514237E-01 -9.807390820E-02  1.761264602E-01 -9.257433915E+01 
      3331 -2.669208222E-01 -1.249292567E-01  1.761804304E-01 -1.255524425E+02 
      3332 -2.830199489E-01 -7.012325284E-02  1.761847457E-01 -3.681771952E+01 
      3333 -2.496529768E-01 -2.532275520E-02  1.762002356E-01 -1.040331386E+02 
      3334 -1.879952880E-01 -1.416111243E-01  1.762165918E-01 -1.354793273E+02 
      3335 -1.710425238E-01 -9.787411957E-02  1.762252540E-01 -9.213408396E+01 
      3336 -2.054803200E-01 -1.540303486E-01  1.763066886E-01 -1.646423726E+02 
      3337 -2.466415818E-01 -1.777833102E-01  1.763891165E-01 -1.178204950E+02 
      3338 -2.557694733E-01 -4.268842861E-02  1.764314128E-01 -1.434036259E+02 
      3339 -2.683213047E-01 -1.247201353E-01  1.764596395E-01 -1.277482107E+02 
      3340 -2.803179734E-01 -7.208999995E-02  1.764681511E-01  8.846817913E+01 
      3341 -2.645897179E-01 -1.255137738E-01  1.764771920E-01 -1.349863451E+02 
      3342 -1.626655629E-01 -7.597623477E-02  1.765164895E-01 -1.145603456E+02 
      3343 -2.814655871E-01 -7.045719037E-02  1.765470716E-01  9.353660982E+01 
      3344 -1.668990246E-01 -7.151776075E-02  1.765476804E-01 -5.562085355E+01 
      3345 -1.869016120E-01 -1.411910839E-01  1.766156609E-01 -1.437197226E+02 
      3346 -2.808761626E-01 -6.208353807E-02  1.766287756E-01 -1.507877118E+02 
      3347 -1.925239946E-01 -1.432099318E-01  1.766415065E-01 -1.466291372E+02 
