"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cd-scale-avg" "cl-scale-avg" "cs-scale-avg" "cmx-scale" "cmy-scale" "cmz-scale")
130 0.2173718909643157 0.06901165359432782 -0.01702621491013782 -0.0006288517957227416 0.001025038595580944 0.003081850682177656 0.2244917042810072 0.06805694715357323 0.002085435832434901 0.2257798877778771 0.06748446415391508 -0.001079092887355885 -0.01820864418452658 3.541693943470506e-05 0.0007481723185905707
140 0.2171522446920107 0.06972621807683224 -0.01717828450883533 -0.0005885835536144566 0.001111825179227104 0.002389725025298629 0.2241626039845846 0.06881712739285897 0.002452091768089963 0.2257215374905762 0.06762392819802789 0.0004279383432892997 -0.01838460828008143 -0.0003505539098318024 0.001062151901895152
150 0.2165357888177629 0.06960633971637575 -0.01710675536431016 -0.0004453698320378028 0.0009246754273157168 0.003044888804913616 0.223511540377412 0.06846443908854584 0.003546865120479162 0.2253238712032118 0.06755269824076413 0.001256773076412804 -0.01844439279100564 -0.0005027846015039271 0.0009987900830358552
160 0.2174741662434373 0.06908069960073009 -0.01674262271068102 -8.016479494777758e-05 0.0004461158718291653 0.002638841799536986 0.2244562136675392 0.06791663952237469 0.002877177091503026 0.2250450272800506 0.06747306291152495 0.001572981416831288 -0.01815330411836349 -0.0001104724908102071 0.0004739014143640131
170 0.217399556300704 0.06898253718432022 -0.01669920133978344 0.0001876569314148736 0.0001561315784427144 -0.0001551463253736494 0.2245955300902239 0.068189878464674 1.759068703542643e-06 0.2248602816996302 0.06758675248071923 0.00172851386707826 -0.01808682538183892 0.0002124329689564368 0.0001544098300559486
180 0.217932233887491 0.06876905112379859 -0.0167448455243455 0.000259453916095706 -7.28121779580634e-05 -0.002339686474698842 0.2251520763874495 0.06822986668772943 -0.002057312519046833 0.2246968786083968 0.06780956174989618 0.001372220551742566 -0.01809397280850551 0.0002792369740150241 -5.75465165617345e-05
190 0.2176164361939875 0.06945028860316758 -0.01674960081038022 -6.096021044564313e-05 0.0002795558155823033 -0.001792605061139945 0.2247848783051999 0.06876249028096214 -0.001931496452336557 0.2244593570902487 0.06806507762754305 0.0007769697218211703 -0.01808482779160401 7.95003346147078e-05 0.000218236825041613
200 0.216948718838753 0.06976768584112401 -0.01695152748543121 -0.0004181393369392693 0.0008115430413833032 0.00108299600555801 0.2239792957734829 0.06878540542261183 0.000430765371935065 0.2242812467732439 0.06824321755112696 0.0006738626208625252 -0.01831173750732813 -0.0001289550315223415 0.0006589073436468545
210 0.2171884430067152 0.06932469917151163 -0.01688958067130256 -0.0005148451411119237 0.0007959893347895267 0.003625463280898656 0.2240200489499061 0.06807022346066505 0.002971798972047325 0.224259250000635 0.068315871909941 0.00100517908225838 -0.01824145017273165 -0.0002542888711137404 0.0006675953464571603
220 0.2166901348906382 0.06919892559693251 -0.01677161837912467 -0.0001432674559256076 0.0002027208130991323 0.002072798975766081 0.2235934086689982 0.06796115200313946 0.002032521796032316 0.2242955210151389 0.06832648027938933 0.001234186196419673 -0.01810058868932909 -0.0001243652096346176 0.0002048464547650405
230 0.2155061368340666 0.06858580761828131 -0.01686398156579438 0.0002117178663068576 -0.0001544737000676451 0.0003142427023196028 0.2226379830892691 0.06746506512717659 0.0009016918189025732 0.2241769078051756 0.06829976453501853 0.001184277542818002 -0.01818296985794688 -4.65429844077354e-05 -1.101497405059043e-05
240 0.215553359462173 0.06856076707754089 -0.01678220957291219 0.0002733722114489124 -0.0002611310874468066 -0.0009129340254467127 0.2229123748005967 0.06782280219015509 -0.0002385442666634131 0.2240062628095967 0.06820959597910466 0.0009974195796189889 -0.01803961943947776 -3.697891080742728e-07 -0.0001100831036702843
250 0.2164085233974121 0.06895735573864088 -0.01667339110313908 0.0003278730504009677 -0.0004946369371798577 -0.002523898232847973 0.2237580443192576 0.06842844941645719 -0.002213022943714151 0.2239681478327095 0.06815291929035736 0.0005535374830389226 -0.01792899742942927 0.0002141537356611631 -0.0004266626461050908
260 0.2182207370580273 0.07000342654447625 -0.01636448786444673 -5.123481417964701e-05 -0.0004002147111352514 -0.002496429531357544 0.225460090847384 0.06934354170450595 -0.001835449409277652 0.2240363203827257 0.06823015731846684 -1.576544469937881e-05 -0.01767504630318449 -0.0001818349758951374 -0.0002926479591926284
270 0.2197766655873236 0.07127416302362055 -0.01599467659912683 -0.0007418350365163003 0.0001272355762963239 -0.001661323057053541 0.2270207304653575 0.07040635717522023 -0.0004724804444161969 0.2242110957811191 0.06842237061495711 -0.0002483736740362312 -0.01735792446835414 -0.001051972914659682 0.0003525773325892417
280 0.2206527579174131 0.07162060637854724 -0.01584035075439776 -0.001074780664959129 0.0004288906365661543 -0.001527533622400274 0.2279832331725621 0.07054336295724888 -0.0001210938305676096 0.2244834592951344 0.06865217434013378 -0.0001452086213160484 -0.01726564367986177 -0.001497279770088051 0.000725648393069397
290 0.2217932292059233 0.07181683194409837 -0.01561456461958863 -0.000897795568685674 0.0001181209856389011 -0.002709064621700121 0.2292942821119937 0.07108940045213463 -0.0004029110715770957 0.2248436677097541 0.06888733920495582 5.600352797177205e-05 -0.01692511643690814 -0.001749087328732852 0.0006334246411294719
300 0.2219879812356676 0.07174520570752019 -0.01556233341759422 -0.0004873873848294818 -0.0005672035627028516 -0.004687963608279511 0.2295473835001746 0.07141673256903423 -0.001784096296258925 0.225376023404027 0.06912550982371653 2.34410489062944e-05 -0.01670566326823576 -0.001707872349096255 0.0001177411076426304
310 0.2206141058766039 0.07146860590233259 -0.01567389535258608 -0.0002173473722122892 -0.001153902158342418 -0.006434418967846441 0.2280744439175011 0.0713417283424448 -0.003672152075940936 0.2258609694061215 0.06942937015930296 -0.0004591835443008464 -0.01669148690810234 -0.0014253168863656 -0.000481763512131416
320 0.2192218103318707 0.07156543351033355 -0.01565229456146539 0.0001331409287042725 -0.00169686351432139 -0.009118959139070171 0.2264865390482147 0.07132461541724364 -0.006527225555710234 0.2261906585192371 0.06976202469909036 -0.001237464562851984 -0.01667729126794828 -0.0009806144175384553 -0.001063536513850129
330 0.21761449929138 0.07171409918539796 -0.01566573255801192 0.0006965238009836448 -0.002482018460630075 -0.01243198923126952 0.2247567001396769 0.07138756702255038 -0.009537508104711566 0.2264468573194409 0.07012879494371164 -0.002202125155416691 -0.01672978875462275 -0.000421783969329813 -0.001799730546249492
340 0.2165338213627123 0.0720109546839031 -0.01541158998440553 0.001469660282983966 -0.003514341466379411 -0.01499192328518608 0.223645195718153 0.07176397626894783 -0.01139882961900762 0.226577659093462 0.07052786445943038 -0.003300272006276674 -0.01650176828187542 0.0001314327495858276 -0.002683056337120434
350 0.2168375356545066 0.07222862568342384 -0.01504440452978355 0.001508583998216646 -0.003685695783287461 -0.0150941897554922 0.2239841627472912 0.07213532870809504 -0.01127922622779765 0.2266219039924801 0.0709099292117009 -0.004323400182767011 -0.01611064226316292 -1.21024107912985e-05 -0.002771813217708473
360 0.2171001843678133 0.07154193908532465 -0.01499550624906944 0.001156459666316341 -0.003046410948378825 -0.01294225046293291 0.2242325649158708 0.07137693345793074 -0.009224675901947211 0.2265738577574742 0.07120387263453526 -0.005107503693760157 -0.01604259439728642 -0.0003343296522960791 -0.002155986613910315
370 0.2169030163290534 0.07161777476909376 -0.01501977647338015 0.0011549415139306 -0.002924128698903925 -0.01238130887964519 0.2240839196493419 0.0713368793585628 -0.009000125217718253 0.2263571100135934 0.07132743780660826 -0.005906015361067677 -0.01604649294115331 -0.0001442032739900935 -0.002127223476789021
380 0.2165343341879406 0.07212395178435393 -0.01491018548343445 0.001159105558767204 -0.003158256239661676 -0.01178140176843742 0.2237841949459698 0.07156841479318828 -0.008374808711058661 0.2259847342747464 0.07143093438676633 -0.006759461884199521 -0.01596503845519629 -5.20891072974405e-07 -0.00240333415336181
390 0.2172353618177488 0.07216112066652157 -0.01489403161941979 0.001155481689255357 -0.003267170990914355 -0.01079602105503582 0.2244394768970266 0.07131190527093002 -0.006910160953899834 0.2255283305342181 0.07148461361947707 -0.007495164713427148 -0.01602177289690063 -8.414414004085067e-05 -0.00243422131306458
400 0.2178868784472226 0.07290530055028256 -0.01490093109719339 0.001160938004558881 -0.003397725533481265 -0.01096993773711554 0.2249541351038726 0.07195554505941551 -0.007272917596346993 0.2250380652968277 0.07152396046578451 -0.008075481785357698 -0.01611135400750611 -8.0386260095841e-05 -0.00257310139400604
410 0.2185151140470438 0.07245933409528954 -0.01466039379514215 0.00120048073718694 -0.00365120538673863 -0.01136715785131595 0.2254505148078554 0.07127839950201495 -0.007991290597808804 0.2246881846833125 0.07155216504579703 -0.008575944528361024 -0.01597140250862828 2.349720086751204e-05 -0.002891044493924263
420 0.2172961283603962 0.07139220689974997 -0.01432468873108484 0.00119797170804973 -0.003642716785650912 -0.01197660314242087 0.2245131852199158 0.07043302432237789 -0.008282266823184385 0.2244669809977489 0.07149910396142878 -0.008863651307138277 -0.01561735803218855 -5.221634082304251e-05 -0.002837771428258673
430 0.2169965153487949 0.07065576296568728 -0.01414830870060449 0.001306584307837162 -0.003631861310080623 -0.01446742561483895 0.2243486598915366 0.0700218236228678 -0.01042671577105894 0.2243449970131582 0.07138067598054197 -0.008974416776740345 -0.01541801537229588 -3.279607411697943e-05 -0.002769016290684465
440 0.2174523347247141 0.07050690139078483 -0.01403231483970352 0.001264280002449219 -0.003565162171100744 -0.01623230742031199 0.224696759935227 0.06973999014578834 -0.01202597678107052 0.2243936006617349 0.07121404570015345 -0.009047294675293522 -0.01540129015557023 -0.00015054830418583 -0.002672345596379565
450 0.2178564939082765 0.07049282974156568 -0.01408681320801627 0.001473746536369273 -0.003956005896846258 -0.01894539622696675 0.2250665114135303 0.06958502090845024 -0.01499014058303161 0.224516651730866 0.07097595857169646 -0.009233234729409352 -0.01552671166142405 6.970729675967581e-05 -0.003093650517034613
460 0.2177231682390629 0.0705980486249147 -0.01420601564806068 0.001700663362185503 -0.004386643176264205 -0.02145303914084121 0.2248109138540111 0.06961547729256634 -0.01777203384496095 0.2245868963796184 0.07074894174516319 -0.009900122674712885 -0.01563260208714702 0.0004006863457872148 -0.003579892830807169
470 0.2184009028255445 0.07169640541861776 -0.01432173190971433 0.001559654881497366 -0.004173587969527093 -0.02062879677712787 0.2252191884502252 0.07055984277887316 -0.01704161836698676 0.2246680729612195 0.07063880358701125 -0.01075859300598927 -0.01573809511121163 0.000294459570080958 -0.003378894791606113
480 0.2188273662226565 0.07207830309595432 -0.01444831774974352 0.001490368818006443 -0.004106790391641214 -0.02001780914415088 0.2256103106896564 0.07095026970336717 -0.01636181907744871 0.2248312887016863 0.07057202393879082 -0.01154037989934372 -0.01584625025327985 0.0001474469995562796 -0.003272828311572841
490 0.2188914507392685 0.0711979731066283 -0.01455827473931339 0.001773719074777411 -0.004496982695221747 -0.0197764706805523 0.2257615425796608 0.07025333512286563 -0.01555949670798341 0.2249846249115648 0.07049703216038931 -0.0123810953485298 -0.01591108519104352 0.0001816677804388175 -0.003530549827748806
500 0.2195455347976891 0.07074417226731237 -0.01461951455877571 0.002008312750886435 -0.004839890417871552 -0.02020786225510042 0.2264185026300917 0.06988345210613772 -0.01554193559270706 0.2251230827057362 0.07032763632003976 -0.01322908285654304 -0.01595615673234104 0.0002403178840905243 -0.00378401830571118
510 0.2199222117129279 0.07044292848609505 -0.01451144756804533 0.002208478906418519 -0.005306287358813633 -0.02165592229273445 0.2267948240378769 0.06962733523250446 -0.01686548341329051 0.2252643492401271 0.0701358349221906 -0.01407735726341653 -0.01585098472214836 0.0003596065174886287 -0.004218773530186347
520 0.2199295855177676 0.07026706950838502 -0.01429220482836412 0.002061196503519566 -0.005242484228164774 -0.02165655681005284 0.2268122608748717 0.06934630050383254 -0.01704561165213363 0.2254369439797908 0.07000278431259213 -0.01498587564314275 -0.01568636196103964 0.0002678512959170549 -0.004201591912177532
530 0.2207171408015441 0.07073344304808911 -0.01409958795052182 0.001572833405657738 -0.004526798235868675 -0.0190611222474673 0.2276456248777666 0.06970019476508074 -0.01531190639808754 0.2257323026369071 0.06993224365596511 -0.0156726384374346 -0.01555266800955456 9.781068615504354e-05 -0.003673551690288628
540 0.2208933047526574 0.07082080116960143 -0.0141339641959002 0.0008574257916963866 -0.003268166968248743 -0.01404222765169522 0.2279977895880203 0.06993122830269212 -0.01236286698671832 0.2260713663465568 0.06993722655041079 -0.01590456607534101 -0.01557931845781411 2.338524543864614e-05 -0.002817566447708761
550 0.2201823457749166 0.06963729923611069 -0.01444234899355598 0.0004225565606951225 -0.002231978695906944 -0.01082910428300068 0.2273964767159948 0.06889139115227232 -0.01025088979627095 0.2263447645105368 0.06991390324471987 -0.01568317809165421 -0.01583808904719682 -0.0001413868807685305 -0.00197111846172925
560 0.220592366777013 0.06909082599015838 -0.01460886069218332 3.355164240360674e-05 -0.001530468829006011 -0.008599794131113517 0.2278278776866 0.06867755658810996 -0.007272809600921634 0.2266087366971479 0.06982636378479805 -0.01485296625508936 -0.01582544136840545 -0.000847194258469341 -0.001103843695201578
570 0.2204665000747873 0.06953182223640333 -0.01463843608307651 0.0001734613671425779 -0.001743232014571303 -0.009403931843208323 0.2275949781684878 0.06929797134268183 -0.008115133605405221 0.2268885112761473 0.06971454772187 -0.01384644442835362 -0.01571647117659568 -0.0006766973237885593 -0.001332535507464059
580 0.2200522549240304 0.07038538132990733 -0.0144452377944372 0.0001767677132273197 -0.001769832332891714 -0.009573855536414561 0.2270198242699897 0.06993948316575133 -0.009205097105211892 0.2270671239451335 0.0695930356014773 -0.01307491352413294 -0.01556772027922146 -0.0002460170189195885 -0.001569594678565047
590 0.2189784703400677 0.07091997232197127 -0.01459254109351862 0.0004201048747308393 -0.002064512742207235 -0.009820801885469228 0.2259079759711991 0.0700907059395155 -0.0101229030831007 0.2271516040918825 0.0695417776961425 -0.01242739297641322 -0.01586576592461551 0.0003480564079470324 -0.002020503750065231
600 0.2173335975459958 0.07094403002182896 -0.01512464558682567 0.001502394233076183 -0.003435606790968113 -0.01367977977790816 0.2244291416342276 0.07001110497577331 -0.01380470320873195 0.2270462573896368 0.06954173487376306 -0.01208948205222247 -0.01647485708908879 0.001517141537881767 -0.003395731126599306
610 0.2173942236758487 0.07123392071402811 -0.015311609815672 0.002061193509282618 -0.004167730423150758 -0.0162699354287994 0.2246125535395666 0.07045413565911368 -0.01552992055708437 0.2268142800298312 0.06959306995631938 -0.01197884389434178 -0.01662424381878463 0.001784800467770356 -0.003950763433316718
620 0.2181580817124594 0.07091680881748158 -0.01505162189723606 0.001946984367885053 -0.004023483316457667 -0.01578764536281015 0.2253378723013583 0.06988177071161296 -0.01425157222351562 0.2266433954737823 0.06967385670955605 -0.01175107271235568 -0.01643437250036798 0.001230437350895755 -0.003598481150620215
630 0.2182116718625536 0.07008858288208891 -0.01481233004685067 0.001986701206493397 -0.004205516484067053 -0.01584590833779521 0.2255516959889596 0.0686850491703538 -0.0133946291540918 0.2264664695842912 0.06964318248904457 -0.01150027109770752 -0.01634068827241944 0.0009980823452390851 -0.003649728120437841
640 0.2186399172154239 0.07043120399063911 -0.01469558078601557 0.002219616461262401 -0.004661677110226499 -0.01525233662616522 0.2259081171008006 0.06907936429917225 -0.01299209255214961 0.2262499881626014 0.06952888367671738 -0.01144584035990249 -0.01626028083373675 0.001278963947865152 -0.004148766086032242
650 0.2184398211729181 0.07105994502177526 -0.01464400197934294 0.002138139474282452 -0.004501685207994681 -0.01485990973084969 0.2255864821955075 0.06990885752923706 -0.0127354329819751 0.2260600765955069 0.06953729875028211 -0.01161008443404351 -0.01614518396643604 0.001156744337050816 -0.003971282240051912
660 0.2174413753941057 0.07180654304188906 -0.01479469356099194 0.001789549548126217 -0.003887727332656007 -0.0154777466198728 0.2245485120647915 0.07103703174921033 -0.0126871807892116 0.2258095131865471 0.06972981791866623 -0.01202133825155616 -0.0161300828509633 0.0004524801702553096 -0.003188777980714706
670 0.2180650338325664 0.07247864879212586 -0.01482525182902654 0.001715276657674422 -0.003888564670207532 -0.01766156494774544 0.2250657355091313 0.07173071758955611 -0.01412864934653161 0.2254961158695166 0.06997501748040146 -0.01261499087554907 -0.01606239742679778 0.0001988862319050834 -0.003068311714916607
680 0.2189218224363034 0.07293079187987657 -0.01471003919629779 0.0017306816571146 -0.004145224683767008 -0.0183868807805898 0.2259213368488419 0.07198584404650339 -0.0146466565152824 0.2253300122000611 0.07019678395677396 -0.01318521294607664 -0.01591237580387037 0.0003013391985241286 -0.003316480884302674
690 0.2192422562897268 0.07270409526550196 -0.01459709634920915 0.001420390491407979 -0.003810238362285117 -0.01673150573521916 0.2263484227791658 0.07193661918887888 -0.013388458436808 0.2252935608344057 0.07039161862898966 -0.01364143549125543 -0.01572776242145722 0.0002572170206573469 -0.00308694779135071
700 0.2198625456283489 0.07152916510333734 -0.01460615167745612 0.001106103437414049 -0.003186979760749869 -0.01439448355012836 0.2271729098590028 0.07101819820880828 -0.01179528306528629 0.2254662168646173 0.07053625795003607 -0.01369285017598496 -0.01570576615379701 0.0003121573051900415 -0.002655630786558941
710 0.221316092595816 0.07080402541242151 -0.01460820677424172 0.000783448223986118 -0.002494602851405712 -0.01060888039403171 0.2288339810365048 0.070462524436641 -0.008352582308899707 0.2258304938482681 0.07057673644473668 -0.01318738066568458 -0.01571973103203525 0.0001867942634450974 -0.00207329758610568
720 0.2209787334545112 0.06987719593066428 -0.01479674117880908 0.0006782070800114584 -0.002085747998877948 -0.008044600084922466 0.2286071106576289 0.06963983644504668 -0.005523644454524731 0.2262324421471161 0.0705605998307942 -0.0123614267131614 -0.01588833443078308 5.015365029815199e-05 -0.001646401120906048
730 0.2197112622565177 0.06866286022084676 -0.01495195381402985 0.0002923265088739371 -0.001222696408037058 -0.005238156701441554 0.2272424376311614 0.0683697859246615 -0.002811512521457342 0.2264539144434863 0.07053391842824579 -0.01140142636308648 -0.01605803679460844 -0.0003083438389183551 -0.000821400261188201
740 0.2189300024265169 0.06767286549814705 -0.01509086064346029 0.0001091346375814604 -0.0006172281502169591 -0.00369066126234196 0.2263745711987638 0.06727014137242102 -0.001663084196124039 0.2265716854025533 0.07043532227673886 -0.01027228755510074 -0.01621656405615434 -0.0004103137669338029 -0.0002870973336610116
750 0.2169277081851851 0.06706405521167245 -0.01528286913240772 0.0004687658869757011 -0.0009418049651524267 -0.00523355147702145 0.2243500978251841 0.06651790704228933 -0.003602994261163848 0.2265060041770151 0.07015982624140882 -0.009246866737520837 -0.01642076804836265 -2.706508832045032e-06 -0.0006546356173503321
760 0.2167349794142802 0.06741363180075627 -0.01510952734006823 0.0004511713886198383 -0.001150098445640225 -0.006142236101185658 0.2241473186459719 0.06673758302724717 -0.005558932113513653 0.226415051331532 0.06976623144806647 -0.008456963496502786 -0.01624071991035643 0.0001578049605051203 -0.001007758834362189
770 0.2177131691864844 0.06782250563919386 -0.01478359947503446 0.0001157244164694189 -0.001052768153870511 -0.005812098855161524 0.2250969900411214 0.06691903353682775 -0.006358732272252964 0.2264122481967642 0.06930381244140837 -0.007734480873051738 -0.01594923619567074 9.254839682388148e-05 -0.00109040295183496
780 0.2181244766603581 0.06828523991106504 -0.01471341230186826 -0.0005100327411885223 -0.000382567040935367 -0.003573826929996124 0.2254247255935654 0.06732916845452631 -0.004726494891433217 0.2263896523873195 0.06882779180812273 -0.006837561182748531 -0.01593784136476762 -0.0003217268965096615 -0.000539895156153315
790 0.2185318527454687 0.06890642427475488 -0.01477019621841383 -0.0007585460991449361 -4.937090897541039e-05 -0.0005115768781303715 0.2256574424771033 0.06803280516024304 -0.00204268952333151 0.2263190398122791 0.06839262131503843 -0.005765359134686918 -0.01604985594325504 -0.0004432834458103949 -0.0002813901455762334
800 0.2204860345474849 0.07078260740614059 -0.01454513456069701 -0.0006926977349554262 -7.666460362999772e-05 0.001732758744750911 0.2271338917733079 0.06916936295066378 -5.59128606674245e-05 0.2262911182704122 0.06811198168162527 -0.004586340025583816 -0.01602794579561739 -0.0002561730284982766 -0.0003684863917339048
810 0.2215228531074315 0.0724049650154914 -0.01458044180813785 -0.0002698361951957562 -0.0005835956215414465 0.0004138360413738583 0.2280519469364378 0.07020449994745116 -9.956590868924764e-05 0.2262520455947536 0.06801755346112343 -0.003580637497452828 -0.01617826374618363 -5.962398126789772e-05 -0.0006733595636119641
820 0.2219512758118876 0.07362226149999576 -0.01464396752267895 7.353156215264163e-05 -0.0009487601113798057 -0.001143000281236128 0.2287070466357608 0.07151293515501893 -0.0006681111471446269 0.2262076074749831 0.06810681879490675 -0.002950160237619568 -0.01621865728620636 -5.852057800196784e-06 -0.0008518043701497374
830 0.2212374971528885 0.07352495780184244 -0.01478640450557857 0.0001526770127901065 -0.0008138340729754273 -0.00225699629350165 0.2282091009946693 0.07167394553609181 -0.001127022137570901 0.226252855864268 0.06838019890350601 -0.002663108883760316 -0.01634035527758384 -0.0001469136651165975 -0.0005944996706775545
840 0.2225736573949532 0.07245240431763586 -0.01449311857183962 -0.0001681077527324637 -0.0003288977982177772 0.0001364868818490302 0.2296971377655282 0.07092280495169304 0.001836737214543474 0.2264724466005713 0.06873545373729308 -0.002436524751778472 -0.01599787369484541 -0.0006547090074510858 -8.744383546964975e-06
850 0.2215035964929299 0.07134146576102907 -0.01419026915045151 -0.0001276399555814645 -0.0003344559006541514 0.001468780030469004 0.2285658337723551 0.06991058935097105 0.003781858253815688 0.2268909361184285 0.06909314121882469 -0.001858258754760734 -0.01568081838942949 -0.0007985109943835862 9.313426604330363e-05
860 0.2197493240097968 0.07158671497672023 -0.01399058011586277 0.0001221367052601347 -0.0007529441163168565 -5.096451416585611e-05 0.2267961221579276 0.07015890491312735 0.002640964916584346 0.22722804251874 0.06942679127209578 -0.001047727644453575 -0.01548892705719642 -0.0006288009079448541 -0.0002608475815417728
870 0.2178943887038015 0.07148745603212825 -0.01387594205062896 0.0005073834744658606 -0.001532821719971662 -0.003730333038191377 0.2250741970020219 0.07017876705461959 -0.001025378062424054 0.2273562011378356 0.06976529783683943 -0.0003516878101476894 -0.01530367238286982 -0.0002503248971493501 -0.001014429304572129
880 0.2164793915896935 0.07139661066040888 -0.01401719512445387 0.0009990892929208246 -0.002363949464896723 -0.007552575505457667 0.2235620520032028 0.07031378886713545 -0.005140138252235994 0.2272369263672336 0.07007746099349151 -0.0001260249542300608 -0.0154031458846476 0.0003003139347614348 -0.001874257257546212
890 0.2159988230637966 0.07143678177639334 -0.01400962442912026 0.001095752004936041 -0.002455296167674009 -0.008049816367430174 0.222789535595221 0.07014271956902672 -0.005929862560144303 0.2270006614925432 0.07033302474897739 -0.0003954668376658375 -0.01547694981727104 0.000571707666398438 -0.002045357728454003
900 0.2152344135828143 0.07135551548670051 -0.01419158168232621 0.001125916033081368 -0.00211542487754094 -0.005998416892696071 0.2221170918988666 0.07010252726444911 -0.004460924646621066 0.2265994864893957 0.0704812638383006 -0.0008224404324175186 -0.01565194295717441 0.0008461398758749753 -0.001834240753434597
910 0.2143648579492123 0.07050538096098601 -0.01448986172045601 0.001104632227444452 -0.001556223976789099 -0.002712857105883744 0.2215484049043041 0.06951395678314645 -0.001990118538720371 0.2260083558600113 0.07048987759072139 -0.001171310715526102 -0.01589459833953514 0.0008856464779279981 -0.001381797846704639
920 0.2140724532717807 0.06915896895793745 -0.01464411038131323 0.000595001951133866 -0.0001534252234141258 0.002657522892062638 0.2215746590899156 0.0684698304217965 0.002974447575290768 0.2253002646820021 0.07028884310270479 -0.001043123482883685 -0.01592913651601753 0.0003870349967471044 -2.276244928320351e-05
930 0.214377858500889 0.06831550189739416 -0.01472385248129383 0.0007936549228552017 0.0002416554982859175 0.002956213576091561 0.2219687621993741 0.06780529740843719 0.002565081603655541 0.2246629503735956 0.06992525000637918 -0.0006063887355713121 -0.01594843461012508 0.0008426985886414611 0.0002236435534828735
940 0.2147760457188078 0.06868677215664161 -0.01458012695847836 0.001232199261529735 -8.669814558955959e-05 0.002864507823233577 0.2221675932698723 0.06814498997920783 0.0015506889433301 0.2239597303921921 0.06958400278633819 -0.0004652914631684011 -0.01577487907502096 0.001494549878011536 -0.0002720618650916758
